1586667237.525677, 0
1586667237.541545, 1
1586667237.557261, 0
1586667237.574376, 0
1586667237.587427, 7
1586667237.606892, 2
1586667237.624927, 5
1586667237.661993, 8
1586667237.677190, 13
1586667237.692614, 17
1586667237.707446, 21
1586667237.720391, 21
1586667237.732862, 25
1586667237.746904, 27
1586667237.762570, 29
1586667237.775252, 30
1586667237.788869, 30
1586667237.807172, 30
1586667237.819419, 29
1586667237.835837, 30
1586667237.855875, 30
1586667237.871381, 30
1586667237.885735, 30
1586667237.902331, 29
1586667237.916077, 30
1586667237.936082, 30
1586667237.956121, 30
1586667237.971549, 27
1586667237.991469, 27
1586667238.007403, 28
1586667238.022519, 26
1586667238.037281, 28
1586667238.052623, 28
1586667238.068960, 28
1586667238.082234, 30
1586667238.097084, 30
1586667238.112689, 30
1586667238.127461, 30
1586667238.142832, 29
1586667238.156040, 27
1586667238.171873, 29
1586667238.184536, 24
1586667238.202099, 25
1586667238.217226, 24
1586667238.230798, 25
1586667238.245978, 24
1586667238.258816, 26
1586667238.273123, 29
1586667238.287694, 29
1586667238.303176, 29
1586667238.317049, 27
1586667238.333262, 27
1586667238.345370, 28
1586667238.363291, 27
1586667238.377138, 26
1586667238.389826, 27
1586667238.403638, 26
1586667238.417079, 25
1586667238.429757, 27
1586667238.442428, 30
1586667238.457101, 30
1586667238.469783, 30
1586667238.487777, 27
1586667238.499829, 27
1586667238.514184, 27
1586667238.527185, 26
1586667238.544154, 25
1586667238.558187, 26
1586667238.570432, 27
1586667238.597986, 26
1586667238.614075, 30
1586667238.627410, 28
1586667238.643799, 29
1586667238.656841, 23
1586667238.670306, 21
1586667238.684258, 16
1586667238.697204, 13
1586667238.710379, 15
1586667238.723605, 16
1586667238.737844, 14
1586667238.753604, 9
1586667238.767555, 9
1586667238.782346, 9
1586667238.794467, 5
1586667238.817621, 7
1586667238.833604, 7
1586667238.846284, 4
1586667238.866242, 6
1586667238.886257, 9
1586667238.902476, 9
1586667238.917302, 8
1586667238.933657, 10
1586667238.947554, 8
