1586667440.060515, 0
1586667440.082719, 1
1586667440.097874, 2
1586667440.111177, 0
1586667440.126457, 2
1586667440.143209, 3
1586667440.157844, 5
1586667440.170194, 8
1586667440.187914, 15
1586667440.202088, 18
1586667440.215925, 20
1586667440.230394, 20
1586667440.244022, 24
1586667440.257066, 28
1586667440.272003, 34
1586667440.286891, 39
1586667440.301327, 45
1586667440.316244, 47
1586667440.330674, 52
1586667440.343730, 55
1586667440.357978, 58
1586667440.372189, 60
1586667440.387350, 59
1586667440.402247, 59
1586667440.416387, 60
1586667440.430129, 60
1586667440.443088, 59
1586667440.458277, 60
1586667440.473137, 59
1586667440.487399, 59
1586667440.502452, 59
1586667440.517567, 59
1586667440.532204, 59
1586667440.546959, 59
1586667440.562287, 60
1586667440.576645, 59
1586667440.590933, 58
1586667440.605122, 58
1586667440.619705, 58
1586667440.634444, 58
1586667440.648651, 58
1586667440.663809, 58
1586667440.678418, 59
1586667440.692307, 59
1586667440.705770, 60
1586667440.719314, 60
1586667440.733394, 60
1586667440.747676, 59
1586667440.760803, 60
1586667440.774310, 59
1586667440.789468, 60
1586667440.803532, 60
1586667440.816936, 60
1586667440.830788, 58
1586667440.843627, 58
1586667440.858342, 54
1586667440.873523, 56
1586667440.886748, 58
1586667440.901380, 60
1586667440.915939, 59
1586667440.931023, 60
1586667440.944478, 59
1586667440.958034, 59
1586667440.972346, 59
1586667440.984633, 55
1586667440.999233, 57
1586667441.012045, 59
1586667441.024505, 60
1586667441.038091, 58
1586667441.051730, 56
1586667441.064644, 60
1586667441.079343, 58
1586667441.093838, 57
1586667441.111137, 57
1586667441.124967, 55
1586667441.138244, 59
1586667441.152736, 57
1586667441.166895, 58
1586667441.181376, 58
1586667441.196180, 57
1586667441.210803, 56
1586667441.224525, 60
1586667441.238804, 56
1586667441.252652, 57
1586667441.266716, 55
1586667441.279973, 56
1586667441.292929, 56
1586667441.307624, 57
1586667441.319949, 56
1586667441.332534, 58
1586667441.347096, 55
1586667441.361709, 55
1586667441.375917, 56
1586667441.389718, 53
1586667441.403625, 49
1586667441.418406, 47
1586667441.433060, 44
1586667441.447361, 43
1586667441.460497, 39
1586667441.473169, 35
1586667441.487249, 34
1586667441.501179, 35
1586667441.515239, 33
1586667441.528815, 29
1586667441.543607, 26
1586667441.555891, 20
1586667441.569025, 20
1586667441.582335, 19
1586667441.596745, 19
1586667441.609535, 20
1586667441.622567, 20
1586667441.635568, 20
1586667441.649235, 18
1586667441.663638, 18
1586667441.677733, 17
1586667441.692150, 17
1586667441.706940, 20
1586667441.719369, 21
1586667441.735613, 21
1586667441.748178, 19
1586667441.763131, 18
1586667441.777034, 18
1586667441.792200, 18
1586667441.805907, 19
1586667441.819763, 21
1586667441.834824, 20
1586667441.849232, 20
1586667441.863669, 20
1586667441.876884, 20
1586667441.891024, 19
1586667441.905605, 21
1586667441.918384, 21
1586667441.931742, 20
1586667441.944792, 21
1586667441.958124, 20
1586667441.971120, 21
1586667441.985318, 21
1586667441.999663, 20
1586667442.012624, 23
1586667442.026496, 22
1586667442.041267, 22
1586667442.053752, 22
1586667442.068181, 20
1586667442.083261, 21
1586667442.097422, 21
1586667442.112999, 24
1586667442.127837, 22
1586667442.142690, 22
1586667442.157230, 22
1586667442.172142, 21
1586667442.185826, 21
1586667442.200517, 21
1586667442.215571, 23
1586667442.230169, 22
1586667442.243008, 23
1586667442.256783, 23
1586667442.269987, 23
1586667442.282494, 23
1586667442.296817, 24
1586667442.315890, 25
1586667442.329874, 25
1586667442.342697, 24
1586667442.357177, 24
1586667442.371895, 24
1586667442.386438, 23
1586667442.399935, 24
1586667442.414008, 24
1586667442.428418, 24
1586667442.442967, 24
1586667442.458524, 25
1586667442.471942, 24
1586667442.486208, 25
1586667442.499161, 25
1586667442.513532, 25
1586667442.527469, 25
1586667442.542091, 26
1586667442.556055, 25
1586667442.569752, 24
1586667442.584211, 24
1586667442.598971, 24
1586667442.613652, 25
1586667442.628003, 26
1586667442.642225, 26
1586667442.656933, 26
1586667442.670683, 25
1586667442.683816, 25
1586667442.696240, 26
1586667442.710348, 25
1586667442.725080, 27
1586667442.742900, 27
1586667442.757442, 27
1586667442.772241, 26
1586667442.787384, 25
1586667442.801844, 26
1586667442.816219, 27
1586667442.831239, 27
1586667442.843812, 27
1586667442.859122, 27
1586667442.873685, 26
1586667442.888227, 26
1586667442.904453, 27
1586667442.917964, 27
1586667442.932972, 28
1586667442.947298, 29
1586667442.959627, 29
1586667442.972186, 28
1586667442.986785, 28
1586667443.000371, 27
1586667443.014991, 27
1586667443.027616, 28
1586667443.041860, 29
1586667443.055658, 29
1586667443.068667, 29
1586667443.081219, 28
1586667443.095883, 28
1586667443.109442, 28
1586667443.122380, 29
1586667443.135231, 30
1586667443.149757, 30
1586667443.162708, 30
1586667443.177142, 29
1586667443.190503, 29
1586667443.204191, 28
1586667443.216946, 29
1586667443.231869, 29
1586667443.246992, 29
1586667443.261584, 29
1586667443.275250, 29
1586667443.290690, 28
1586667443.304801, 31
1586667443.319806, 30
1586667443.334298, 30
1586667443.348959, 29
1586667443.363717, 30
1586667443.378216, 29
1586667443.391993, 30
1586667443.406893, 29
1586667443.421289, 31
1586667443.436175, 31
1586667443.451025, 32
1586667443.465624, 31
1586667443.479690, 31
1586667443.493474, 29
1586667443.506714, 31
1586667443.519917, 31
1586667443.534971, 31
1586667443.547494, 32
1586667443.560888, 31
1586667443.574889, 30
1586667443.590778, 30
1586667443.607707, 31
1586667443.621834, 32
1586667443.635003, 32
1586667443.649249, 33
1586667443.663966, 32
1586667443.677565, 32
1586667443.690376, 31
1586667443.704526, 31
1586667443.718100, 32
1586667443.731047, 33
1586667443.745553, 32
1586667443.757766, 33
1586667443.771798, 33
1586667443.786242, 34
1586667443.800127, 33
1586667443.814856, 32
1586667443.827254, 33
1586667443.842488, 32
1586667443.856815, 35
1586667443.871609, 34
1586667443.884950, 33
1586667443.899462, 32
1586667443.914888, 32
1586667443.927489, 33
1586667443.940429, 32
1586667443.955644, 33
1586667443.968484, 34
1586667443.982150, 33
1586667443.994671, 34
1586667444.010198, 32
1586667444.025016, 34
1586667444.037994, 35
1586667444.052402, 34
1586667444.066433, 34
1586667444.079184, 34
1586667444.091820, 35
1586667444.105692, 33
1586667444.120898, 34
1586667444.136726, 34
1586667444.151474, 34
1586667444.169015, 35
1586667444.182125, 36
1586667444.196771, 36
1586667444.210267, 35
1586667444.225394, 36
1586667444.239204, 35
1586667444.253044, 36
1586667444.267096, 36
1586667444.281499, 35
1586667444.294951, 35
1586667444.309240, 34
1586667444.323874, 36
1586667444.337847, 35
1586667444.352463, 36
1586667444.364528, 36
1586667444.377518, 37
1586667444.392115, 37
1586667444.405874, 35
1586667444.420183, 37
1586667444.434607, 36
1586667444.448921, 37
1586667444.464022, 36
1586667444.480228, 36
1586667444.494170, 35
1586667444.507161, 35
1586667444.522618, 38
1586667444.537160, 37
1586667444.550253, 37
1586667444.563400, 38
1586667444.577804, 37
1586667444.591791, 37
1586667444.606058, 37
1586667444.618406, 37
1586667444.633296, 38
1586667444.647570, 37
1586667444.661178, 38
1586667444.674917, 37
1586667444.687472, 37
1586667444.701880, 38
1586667444.719276, 36
1586667444.735521, 36
1586667444.748191, 37
1586667444.761090, 37
1586667444.776303, 38
1586667444.790901, 39
1586667444.803580, 38
1586667444.818089, 37
1586667444.831690, 39
1586667444.844258, 39
1586667444.858446, 37
1586667444.872438, 39
1586667444.886382, 38
1586667444.900830, 38
1586667444.915635, 37
1586667444.930479, 40
1586667444.943343, 39
1586667444.956015, 38
1586667444.968184, 38
1586667444.982570, 38
1586667444.997829, 39
1586667445.012915, 40
1586667445.027095, 38
1586667445.041153, 39
1586667445.055313, 40
1586667445.069197, 39
1586667445.083799, 39
1586667445.098904, 39
1586667445.113540, 40
1586667445.128018, 38
1586667445.142883, 38
1586667445.158555, 39
1586667445.173396, 40
1586667445.187083, 40
1586667445.201662, 39
1586667445.215600, 41
1586667445.230655, 40
1586667445.246213, 41
1586667445.260846, 40
1586667445.275170, 41
1586667445.289285, 41
1586667445.303449, 41
1586667445.319690, 40
1586667445.335982, 41
1586667445.350078, 40
1586667445.367250, 39
1586667445.381346, 40
1586667445.395508, 40
1586667445.409698, 40
1586667445.424224, 39
1586667445.438933, 41
1586667445.453988, 41
1586667445.468199, 41
1586667445.482332, 42
1586667445.496601, 41
1586667445.510771, 41
1586667445.525345, 41
1586667445.539691, 41
1586667445.552724, 42
1586667445.566912, 43
1586667445.579497, 41
1586667445.594346, 41
1586667445.607345, 41
1586667445.620295, 42
1586667445.633531, 41
1586667445.648178, 41
1586667445.662559, 43
1586667445.676845, 42
1586667445.689600, 43
1586667445.704062, 42
1586667445.719193, 43
1586667445.732883, 44
1586667445.748005, 43
1586667445.763040, 42
1586667445.775619, 43
1586667445.790290, 43
1586667445.804601, 44
1586667445.818319, 43
1586667445.832189, 43
1586667445.845605, 42
1586667445.859558, 42
1586667445.872224, 43
1586667445.886931, 42
1586667445.901760, 42
1586667445.920209, 43
1586667445.936227, 42
1586667445.949107, 44
1586667445.962643, 43
1586667445.976673, 43
1586667445.991169, 43
1586667446.005383, 43
1586667446.019529, 44
1586667446.032626, 43
1586667446.047117, 44
1586667446.061911, 44
1586667446.075885, 45
1586667446.088539, 45
1586667446.101312, 44
1586667446.114042, 45
1586667446.128150, 44
1586667446.140792, 45
1586667446.155796, 43
1586667446.170584, 44
1586667446.184356, 44
1586667446.198014, 44
1586667446.210907, 44
1586667446.223420, 45
1586667446.237430, 45
1586667446.252371, 44
1586667446.267899, 44
1586667446.280623, 44
1586667446.293545, 44
1586667446.306521, 45
1586667446.319591, 45
1586667446.332556, 44
1586667446.345476, 45
1586667446.359866, 45
1586667446.373042, 44
1586667446.385933, 45
1586667446.398930, 45
1586667446.412933, 46
1586667446.426010, 45
1586667446.439106, 45
1586667446.452271, 47
1586667446.465263, 46
1586667446.478342, 45
1586667446.491091, 45
1586667446.506138, 45
1586667446.522595, 45
1586667446.538323, 45
1586667446.550695, 47
1586667446.563705, 45
1586667446.577303, 46
1586667446.590367, 46
1586667446.603412, 46
1586667446.616125, 47
1586667446.629279, 47
1586667446.642276, 46
1586667446.654997, 46
1586667446.667773, 46
1586667446.680829, 47
1586667446.694627, 46
1586667446.707230, 45
1586667446.720145, 46
1586667446.732970, 45
1586667446.746150, 45
1586667446.759298, 47
1586667446.772345, 47
1586667446.786299, 46
1586667446.799371, 46
1586667446.812730, 46
1586667446.825655, 46
1586667446.838263, 45
1586667446.851074, 47
1586667446.864358, 46
1586667446.876805, 47
1586667446.890118, 48
1586667446.903334, 47
1586667446.916162, 48
1586667446.930028, 47
1586667446.942831, 47
1586667446.955903, 47
1586667446.968583, 48
1586667446.981776, 47
1586667446.994642, 46
1586667447.007327, 48
1586667447.020398, 48
1586667447.033660, 47
1586667447.046412, 49
1586667447.059587, 49
1586667447.073077, 47
1586667447.085507, 47
1586667447.098139, 48
1586667447.110959, 48
1586667447.124774, 48
1586667447.138369, 48
1586667447.153159, 49
1586667447.166003, 50
1586667447.179977, 49
1586667447.193058, 49
1586667447.206307, 48
1586667447.219170, 49
1586667447.233205, 48
1586667447.246524, 48
1586667447.260749, 48
1586667447.274834, 47
1586667447.287528, 48
1586667447.300482, 48
1586667447.313800, 49
1586667447.328561, 49
1586667447.343219, 48
1586667447.357851, 50
1586667447.371241, 50
1586667447.385499, 49
1586667447.399746, 49
1586667447.413707, 49
1586667447.426489, 50
1586667447.440466, 49
1586667447.455050, 50
1586667447.467998, 51
1586667447.482364, 49
1586667447.497680, 49
1586667447.510908, 50
1586667447.525699, 50
1586667447.540254, 49
1586667447.554910, 50
1586667447.569409, 50
1586667447.582616, 50
1586667447.597242, 50
1586667447.611661, 50
1586667447.626111, 49
1586667447.640841, 49
1586667447.655667, 50
1586667447.669771, 51
1586667447.684645, 50
1586667447.699290, 50
1586667447.713405, 50
1586667447.726850, 50
1586667447.739595, 51
1586667447.753466, 50
1586667447.767516, 51
1586667447.781997, 51
1586667447.796711, 51
1586667447.809257, 50
1586667447.823647, 51
1586667447.837543, 50
1586667447.850148, 51
1586667447.864050, 53
1586667447.878437, 51
1586667447.891904, 50
1586667447.904508, 51
1586667447.918521, 50
1586667447.933268, 52
