PING 10.0.2.22 (10.0.2.22) 56(84) bytes of data.
64 bytes from 10.0.2.22: icmp_seq=83 ttl=63 time=20.8 ms
64 bytes from 10.0.2.22: icmp_seq=84 ttl=63 time=21.0 ms
64 bytes from 10.0.2.22: icmp_seq=85 ttl=63 time=16.7 ms
64 bytes from 10.0.2.22: icmp_seq=86 ttl=63 time=21.2 ms
64 bytes from 10.0.2.22: icmp_seq=87 ttl=63 time=21.3 ms
64 bytes from 10.0.2.22: icmp_seq=88 ttl=63 time=21.5 ms
64 bytes from 10.0.2.22: icmp_seq=89 ttl=63 time=21.9 ms
64 bytes from 10.0.2.22: icmp_seq=90 ttl=63 time=20.8 ms
64 bytes from 10.0.2.22: icmp_seq=91 ttl=63 time=19.6 ms
64 bytes from 10.0.2.22: icmp_seq=92 ttl=63 time=18.8 ms
64 bytes from 10.0.2.22: icmp_seq=93 ttl=63 time=18.1 ms
64 bytes from 10.0.2.22: icmp_seq=94 ttl=63 time=17.6 ms
64 bytes from 10.0.2.22: icmp_seq=95 ttl=63 time=17.2 ms
64 bytes from 10.0.2.22: icmp_seq=96 ttl=63 time=20.2 ms
64 bytes from 10.0.2.22: icmp_seq=97 ttl=63 time=24.4 ms
64 bytes from 10.0.2.22: icmp_seq=98 ttl=63 time=19.4 ms
64 bytes from 10.0.2.22: icmp_seq=99 ttl=63 time=24.0 ms
64 bytes from 10.0.2.22: icmp_seq=100 ttl=63 time=19.2 ms
64 bytes from 10.0.2.22: icmp_seq=101 ttl=63 time=529 ms
64 bytes from 10.0.2.22: icmp_seq=102 ttl=63 time=669 ms
64 bytes from 10.0.2.22: icmp_seq=109 ttl=63 time=139 ms
64 bytes from 10.0.2.22: icmp_seq=110 ttl=63 time=199 ms
64 bytes from 10.0.2.22: icmp_seq=111 ttl=63 time=194 ms
64 bytes from 10.0.2.22: icmp_seq=112 ttl=63 time=202 ms
64 bytes from 10.0.2.22: icmp_seq=113 ttl=63 time=220 ms
64 bytes from 10.0.2.22: icmp_seq=114 ttl=63 time=187 ms
64 bytes from 10.0.2.22: icmp_seq=115 ttl=63 time=184 ms
64 bytes from 10.0.2.22: icmp_seq=116 ttl=63 time=184 ms
64 bytes from 10.0.2.22: icmp_seq=117 ttl=63 time=182 ms
64 bytes from 10.0.2.22: icmp_seq=119 ttl=63 time=201 ms
64 bytes from 10.0.2.22: icmp_seq=120 ttl=63 time=201 ms
64 bytes from 10.0.2.22: icmp_seq=121 ttl=63 time=201 ms
64 bytes from 10.0.2.22: icmp_seq=122 ttl=63 time=198 ms
64 bytes from 10.0.2.22: icmp_seq=123 ttl=63 time=194 ms
64 bytes from 10.0.2.22: icmp_seq=124 ttl=63 time=198 ms
64 bytes from 10.0.2.22: icmp_seq=125 ttl=63 time=190 ms
64 bytes from 10.0.2.22: icmp_seq=126 ttl=63 time=187 ms
64 bytes from 10.0.2.22: icmp_seq=128 ttl=63 time=193 ms
64 bytes from 10.0.2.22: icmp_seq=129 ttl=63 time=191 ms
64 bytes from 10.0.2.22: icmp_seq=130 ttl=63 time=166 ms
64 bytes from 10.0.2.22: icmp_seq=131 ttl=63 time=177 ms
64 bytes from 10.0.2.22: icmp_seq=132 ttl=63 time=210 ms
64 bytes from 10.0.2.22: icmp_seq=133 ttl=63 time=194 ms
64 bytes from 10.0.2.22: icmp_seq=134 ttl=63 time=152 ms
64 bytes from 10.0.2.22: icmp_seq=135 ttl=63 time=109 ms
64 bytes from 10.0.2.22: icmp_seq=136 ttl=63 time=97.1 ms
64 bytes from 10.0.2.22: icmp_seq=137 ttl=63 time=100 ms
64 bytes from 10.0.2.22: icmp_seq=138 ttl=63 time=96.2 ms
64 bytes from 10.0.2.22: icmp_seq=139 ttl=63 time=96.4 ms
64 bytes from 10.0.2.22: icmp_seq=140 ttl=63 time=90.2 ms
64 bytes from 10.0.2.22: icmp_seq=141 ttl=63 time=70.1 ms
64 bytes from 10.0.2.22: icmp_seq=142 ttl=63 time=47.8 ms
64 bytes from 10.0.2.22: icmp_seq=143 ttl=63 time=49.4 ms
64 bytes from 10.0.2.22: icmp_seq=144 ttl=63 time=51.5 ms
64 bytes from 10.0.2.22: icmp_seq=145 ttl=63 time=52.2 ms
64 bytes from 10.0.2.22: icmp_seq=146 ttl=63 time=62.7 ms
64 bytes from 10.0.2.22: icmp_seq=147 ttl=63 time=67.1 ms
64 bytes from 10.0.2.22: icmp_seq=148 ttl=63 time=64.7 ms
64 bytes from 10.0.2.22: icmp_seq=149 ttl=63 time=66.3 ms
64 bytes from 10.0.2.22: icmp_seq=150 ttl=63 time=87.4 ms
64 bytes from 10.0.2.22: icmp_seq=151 ttl=63 time=76.8 ms
64 bytes from 10.0.2.22: icmp_seq=152 ttl=63 time=79.5 ms
64 bytes from 10.0.2.22: icmp_seq=153 ttl=63 time=75.2 ms
64 bytes from 10.0.2.22: icmp_seq=154 ttl=63 time=80.7 ms
64 bytes from 10.0.2.22: icmp_seq=155 ttl=63 time=83.4 ms
64 bytes from 10.0.2.22: icmp_seq=156 ttl=63 time=81.1 ms
64 bytes from 10.0.2.22: icmp_seq=157 ttl=63 time=81.8 ms
64 bytes from 10.0.2.22: icmp_seq=158 ttl=63 time=86.9 ms
64 bytes from 10.0.2.22: icmp_seq=159 ttl=63 time=96.2 ms
64 bytes from 10.0.2.22: icmp_seq=160 ttl=63 time=79.9 ms
64 bytes from 10.0.2.22: icmp_seq=161 ttl=63 time=91.7 ms
64 bytes from 10.0.2.22: icmp_seq=162 ttl=63 time=89.6 ms
64 bytes from 10.0.2.22: icmp_seq=163 ttl=63 time=88.8 ms
64 bytes from 10.0.2.22: icmp_seq=164 ttl=63 time=49.7 ms
64 bytes from 10.0.2.22: icmp_seq=165 ttl=63 time=41.9 ms
64 bytes from 10.0.2.22: icmp_seq=166 ttl=63 time=45.9 ms
64 bytes from 10.0.2.22: icmp_seq=167 ttl=63 time=50.3 ms
64 bytes from 10.0.2.22: icmp_seq=168 ttl=63 time=50.6 ms
64 bytes from 10.0.2.22: icmp_seq=169 ttl=63 time=53.8 ms
64 bytes from 10.0.2.22: icmp_seq=170 ttl=63 time=54.5 ms
64 bytes from 10.0.2.22: icmp_seq=171 ttl=63 time=62.3 ms
64 bytes from 10.0.2.22: icmp_seq=172 ttl=63 time=59.9 ms
64 bytes from 10.0.2.22: icmp_seq=173 ttl=63 time=62.1 ms
64 bytes from 10.0.2.22: icmp_seq=174 ttl=63 time=69.5 ms
64 bytes from 10.0.2.22: icmp_seq=175 ttl=63 time=72.9 ms
64 bytes from 10.0.2.22: icmp_seq=176 ttl=63 time=67.8 ms
64 bytes from 10.0.2.22: icmp_seq=177 ttl=63 time=69.0 ms
64 bytes from 10.0.2.22: icmp_seq=178 ttl=63 time=71.9 ms
64 bytes from 10.0.2.22: icmp_seq=179 ttl=63 time=74.1 ms
64 bytes from 10.0.2.22: icmp_seq=180 ttl=63 time=79.9 ms
64 bytes from 10.0.2.22: icmp_seq=181 ttl=63 time=73.6 ms
64 bytes from 10.0.2.22: icmp_seq=182 ttl=63 time=78.1 ms
64 bytes from 10.0.2.22: icmp_seq=183 ttl=63 time=78.1 ms
64 bytes from 10.0.2.22: icmp_seq=184 ttl=63 time=79.5 ms
64 bytes from 10.0.2.22: icmp_seq=185 ttl=63 time=81.7 ms
64 bytes from 10.0.2.22: icmp_seq=186 ttl=63 time=82.5 ms
64 bytes from 10.0.2.22: icmp_seq=187 ttl=63 time=83.9 ms
64 bytes from 10.0.2.22: icmp_seq=188 ttl=63 time=76.8 ms
64 bytes from 10.0.2.22: icmp_seq=189 ttl=63 time=41.4 ms
64 bytes from 10.0.2.22: icmp_seq=190 ttl=63 time=46.1 ms
64 bytes from 10.0.2.22: icmp_seq=191 ttl=63 time=47.5 ms
64 bytes from 10.0.2.22: icmp_seq=192 ttl=63 time=50.6 ms
64 bytes from 10.0.2.22: icmp_seq=193 ttl=63 time=52.3 ms
64 bytes from 10.0.2.22: icmp_seq=194 ttl=63 time=55.6 ms
64 bytes from 10.0.2.22: icmp_seq=195 ttl=63 time=55.5 ms
64 bytes from 10.0.2.22: icmp_seq=196 ttl=63 time=67.3 ms
64 bytes from 10.0.2.22: icmp_seq=197 ttl=63 time=74.8 ms
64 bytes from 10.0.2.22: icmp_seq=198 ttl=63 time=76.6 ms
64 bytes from 10.0.2.22: icmp_seq=199 ttl=63 time=662 ms
64 bytes from 10.0.2.22: icmp_seq=200 ttl=63 time=658 ms
64 bytes from 10.0.2.22: icmp_seq=201 ttl=63 time=652 ms
64 bytes from 10.0.2.22: icmp_seq=202 ttl=63 time=633 ms
64 bytes from 10.0.2.22: icmp_seq=203 ttl=63 time=650 ms
64 bytes from 10.0.2.22: icmp_seq=204 ttl=63 time=644 ms
64 bytes from 10.0.2.22: icmp_seq=205 ttl=63 time=663 ms
64 bytes from 10.0.2.22: icmp_seq=206 ttl=63 time=660 ms
64 bytes from 10.0.2.22: icmp_seq=207 ttl=63 time=670 ms
64 bytes from 10.0.2.22: icmp_seq=208 ttl=63 time=665 ms
64 bytes from 10.0.2.22: icmp_seq=209 ttl=63 time=659 ms
64 bytes from 10.0.2.22: icmp_seq=210 ttl=63 time=656 ms
64 bytes from 10.0.2.22: icmp_seq=211 ttl=63 time=678 ms
64 bytes from 10.0.2.22: icmp_seq=212 ttl=63 time=674 ms
64 bytes from 10.0.2.22: icmp_seq=213 ttl=63 time=659 ms
64 bytes from 10.0.2.22: icmp_seq=214 ttl=63 time=680 ms
64 bytes from 10.0.2.22: icmp_seq=215 ttl=63 time=676 ms
64 bytes from 10.0.2.22: icmp_seq=216 ttl=63 time=673 ms
64 bytes from 10.0.2.22: icmp_seq=217 ttl=63 time=694 ms
64 bytes from 10.0.2.22: icmp_seq=218 ttl=63 time=704 ms
64 bytes from 10.0.2.22: icmp_seq=219 ttl=63 time=677 ms
64 bytes from 10.0.2.22: icmp_seq=220 ttl=63 time=673 ms
64 bytes from 10.0.2.22: icmp_seq=221 ttl=63 time=694 ms
64 bytes from 10.0.2.22: icmp_seq=222 ttl=63 time=692 ms
64 bytes from 10.0.2.22: icmp_seq=223 ttl=63 time=700 ms
64 bytes from 10.0.2.22: icmp_seq=224 ttl=63 time=697 ms
64 bytes from 10.0.2.22: icmp_seq=225 ttl=63 time=709 ms
64 bytes from 10.0.2.22: icmp_seq=226 ttl=63 time=706 ms
64 bytes from 10.0.2.22: icmp_seq=227 ttl=63 time=703 ms
64 bytes from 10.0.2.22: icmp_seq=228 ttl=63 time=701 ms
64 bytes from 10.0.2.22: icmp_seq=229 ttl=63 time=685 ms
64 bytes from 10.0.2.22: icmp_seq=230 ttl=63 time=706 ms
64 bytes from 10.0.2.22: icmp_seq=231 ttl=63 time=704 ms
64 bytes from 10.0.2.22: icmp_seq=232 ttl=63 time=697 ms
64 bytes from 10.0.2.22: icmp_seq=233 ttl=63 time=710 ms
64 bytes from 10.0.2.22: icmp_seq=234 ttl=63 time=718 ms
64 bytes from 10.0.2.22: icmp_seq=235 ttl=63 time=715 ms
64 bytes from 10.0.2.22: icmp_seq=236 ttl=63 time=711 ms
64 bytes from 10.0.2.22: icmp_seq=237 ttl=63 time=709 ms
64 bytes from 10.0.2.22: icmp_seq=238 ttl=63 time=705 ms
64 bytes from 10.0.2.22: icmp_seq=239 ttl=63 time=714 ms
64 bytes from 10.0.2.22: icmp_seq=240 ttl=63 time=711 ms
64 bytes from 10.0.2.22: icmp_seq=241 ttl=63 time=732 ms
64 bytes from 10.0.2.22: icmp_seq=242 ttl=63 time=729 ms
64 bytes from 10.0.2.22: icmp_seq=243 ttl=63 time=725 ms
64 bytes from 10.0.2.22: icmp_seq=244 ttl=63 time=722 ms
64 bytes from 10.0.2.22: icmp_seq=245 ttl=63 time=707 ms
64 bytes from 10.0.2.22: icmp_seq=246 ttl=63 time=726 ms
64 bytes from 10.0.2.22: icmp_seq=247 ttl=63 time=722 ms
64 bytes from 10.0.2.22: icmp_seq=248 ttl=63 time=744 ms
64 bytes from 10.0.2.22: icmp_seq=249 ttl=63 time=740 ms
64 bytes from 10.0.2.22: icmp_seq=250 ttl=63 time=748 ms
64 bytes from 10.0.2.22: icmp_seq=251 ttl=63 time=745 ms
64 bytes from 10.0.2.22: icmp_seq=252 ttl=63 time=734 ms
64 bytes from 10.0.2.22: icmp_seq=253 ttl=63 time=753 ms
64 bytes from 10.0.2.22: icmp_seq=254 ttl=63 time=750 ms
64 bytes from 10.0.2.22: icmp_seq=255 ttl=63 time=734 ms
64 bytes from 10.0.2.22: icmp_seq=256 ttl=63 time=756 ms
64 bytes from 10.0.2.22: icmp_seq=257 ttl=63 time=752 ms
64 bytes from 10.0.2.22: icmp_seq=258 ttl=63 time=749 ms
64 bytes from 10.0.2.22: icmp_seq=259 ttl=63 time=745 ms
64 bytes from 10.0.2.22: icmp_seq=260 ttl=63 time=779 ms
64 bytes from 10.0.2.22: icmp_seq=261 ttl=63 time=776 ms
64 bytes from 10.0.2.22: icmp_seq=262 ttl=63 time=752 ms
64 bytes from 10.0.2.22: icmp_seq=263 ttl=63 time=747 ms
64 bytes from 10.0.2.22: icmp_seq=264 ttl=63 time=744 ms
64 bytes from 10.0.2.22: icmp_seq=265 ttl=63 time=765 ms
64 bytes from 10.0.2.22: icmp_seq=266 ttl=63 time=775 ms
64 bytes from 10.0.2.22: icmp_seq=267 ttl=63 time=771 ms
64 bytes from 10.0.2.22: icmp_seq=268 ttl=63 time=768 ms
64 bytes from 10.0.2.22: icmp_seq=269 ttl=63 time=789 ms
64 bytes from 10.0.2.22: icmp_seq=270 ttl=63 time=786 ms
64 bytes from 10.0.2.22: icmp_seq=271 ttl=63 time=771 ms
64 bytes from 10.0.2.22: icmp_seq=272 ttl=63 time=769 ms
64 bytes from 10.0.2.22: icmp_seq=273 ttl=63 time=789 ms
64 bytes from 10.0.2.22: icmp_seq=274 ttl=63 time=786 ms
64 bytes from 10.0.2.22: icmp_seq=275 ttl=63 time=784 ms
64 bytes from 10.0.2.22: icmp_seq=276 ttl=63 time=792 ms
64 bytes from 10.0.2.22: icmp_seq=277 ttl=63 time=789 ms
64 bytes from 10.0.2.22: icmp_seq=278 ttl=63 time=786 ms
64 bytes from 10.0.2.22: icmp_seq=279 ttl=63 time=784 ms
64 bytes from 10.0.2.22: icmp_seq=280 ttl=63 time=779 ms
64 bytes from 10.0.2.22: icmp_seq=281 ttl=63 time=776 ms
64 bytes from 10.0.2.22: icmp_seq=282 ttl=63 time=786 ms
64 bytes from 10.0.2.22: icmp_seq=283 ttl=63 time=783 ms
64 bytes from 10.0.2.22: icmp_seq=284 ttl=63 time=805 ms
64 bytes from 10.0.2.22: icmp_seq=285 ttl=63 time=801 ms
64 bytes from 10.0.2.22: icmp_seq=286 ttl=63 time=797 ms
64 bytes from 10.0.2.22: icmp_seq=287 ttl=63 time=784 ms
64 bytes from 10.0.2.22: icmp_seq=288 ttl=63 time=802 ms
64 bytes from 10.0.2.22: icmp_seq=289 ttl=63 time=798 ms
64 bytes from 10.0.2.22: icmp_seq=290 ttl=63 time=771 ms
64 bytes from 10.0.2.22: icmp_seq=291 ttl=63 time=673 ms
64 bytes from 10.0.2.22: icmp_seq=292 ttl=63 time=567 ms
64 bytes from 10.0.2.22: icmp_seq=293 ttl=63 time=469 ms
64 bytes from 10.0.2.22: icmp_seq=294 ttl=63 time=370 ms
64 bytes from 10.0.2.22: icmp_seq=295 ttl=63 time=271 ms
64 bytes from 10.0.2.22: icmp_seq=296 ttl=63 time=172 ms
64 bytes from 10.0.2.22: icmp_seq=297 ttl=63 time=73.3 ms
64 bytes from 10.0.2.22: icmp_seq=298 ttl=63 time=17.6 ms
64 bytes from 10.0.2.22: icmp_seq=299 ttl=63 time=18.9 ms
64 bytes from 10.0.2.22: icmp_seq=300 ttl=63 time=11.6 ms
64 bytes from 10.0.2.22: icmp_seq=301 ttl=63 time=12.5 ms
64 bytes from 10.0.2.22: icmp_seq=302 ttl=63 time=13.8 ms
64 bytes from 10.0.2.22: icmp_seq=303 ttl=63 time=16.0 ms
64 bytes from 10.0.2.22: icmp_seq=304 ttl=63 time=17.8 ms
64 bytes from 10.0.2.22: icmp_seq=305 ttl=63 time=17.2 ms
64 bytes from 10.0.2.22: icmp_seq=306 ttl=63 time=11.9 ms
64 bytes from 10.0.2.22: icmp_seq=307 ttl=63 time=15.1 ms
64 bytes from 10.0.2.22: icmp_seq=308 ttl=63 time=13.9 ms
64 bytes from 10.0.2.22: icmp_seq=309 ttl=63 time=14.9 ms
64 bytes from 10.0.2.22: icmp_seq=310 ttl=63 time=17.5 ms
64 bytes from 10.0.2.22: icmp_seq=311 ttl=63 time=19.8 ms
64 bytes from 10.0.2.22: icmp_seq=312 ttl=63 time=11.1 ms
64 bytes from 10.0.2.22: icmp_seq=313 ttl=63 time=12.4 ms
64 bytes from 10.0.2.22: icmp_seq=314 ttl=63 time=15.5 ms
64 bytes from 10.0.2.22: icmp_seq=315 ttl=63 time=16.0 ms
64 bytes from 10.0.2.22: icmp_seq=316 ttl=63 time=18.5 ms
64 bytes from 10.0.2.22: icmp_seq=317 ttl=63 time=19.2 ms
64 bytes from 10.0.2.22: icmp_seq=318 ttl=63 time=10.8 ms
64 bytes from 10.0.2.22: icmp_seq=319 ttl=63 time=12.4 ms
64 bytes from 10.0.2.22: icmp_seq=320 ttl=63 time=14.2 ms
64 bytes from 10.0.2.22: icmp_seq=321 ttl=63 time=15.3 ms
64 bytes from 10.0.2.22: icmp_seq=322 ttl=63 time=16.9 ms
64 bytes from 10.0.2.22: icmp_seq=323 ttl=63 time=18.9 ms
64 bytes from 10.0.2.22: icmp_seq=324 ttl=63 time=19.6 ms
64 bytes from 10.0.2.22: icmp_seq=325 ttl=63 time=11.8 ms
64 bytes from 10.0.2.22: icmp_seq=326 ttl=63 time=14.2 ms
64 bytes from 10.0.2.22: icmp_seq=327 ttl=63 time=15.5 ms
64 bytes from 10.0.2.22: icmp_seq=328 ttl=63 time=16.2 ms
64 bytes from 10.0.2.22: icmp_seq=329 ttl=63 time=9.45 ms
64 bytes from 10.0.2.22: icmp_seq=330 ttl=63 time=11.7 ms
64 bytes from 10.0.2.22: icmp_seq=331 ttl=63 time=14.3 ms
64 bytes from 10.0.2.22: icmp_seq=332 ttl=63 time=23.2 ms
64 bytes from 10.0.2.22: icmp_seq=333 ttl=63 time=27.7 ms
64 bytes from 10.0.2.22: icmp_seq=334 ttl=63 time=42.5 ms
64 bytes from 10.0.2.22: icmp_seq=335 ttl=63 time=46.2 ms
64 bytes from 10.0.2.22: icmp_seq=336 ttl=63 time=42.4 ms
64 bytes from 10.0.2.22: icmp_seq=337 ttl=63 time=32.9 ms
64 bytes from 10.0.2.22: icmp_seq=338 ttl=63 time=20.6 ms
64 bytes from 10.0.2.22: icmp_seq=339 ttl=63 time=11.0 ms
64 bytes from 10.0.2.22: icmp_seq=340 ttl=63 time=15.5 ms
64 bytes from 10.0.2.22: icmp_seq=341 ttl=63 time=19.3 ms
64 bytes from 10.0.2.22: icmp_seq=342 ttl=63 time=21.5 ms
64 bytes from 10.0.2.22: icmp_seq=343 ttl=63 time=25.9 ms
64 bytes from 10.0.2.22: icmp_seq=344 ttl=63 time=25.3 ms
64 bytes from 10.0.2.22: icmp_seq=345 ttl=63 time=25.3 ms
64 bytes from 10.0.2.22: icmp_seq=346 ttl=63 time=18.4 ms
64 bytes from 10.0.2.22: icmp_seq=347 ttl=63 time=19.8 ms
64 bytes from 10.0.2.22: icmp_seq=348 ttl=63 time=25.3 ms
64 bytes from 10.0.2.22: icmp_seq=349 ttl=63 time=18.2 ms
64 bytes from 10.0.2.22: icmp_seq=350 ttl=63 time=14.3 ms
64 bytes from 10.0.2.22: icmp_seq=351 ttl=63 time=15.1 ms
64 bytes from 10.0.2.22: icmp_seq=352 ttl=63 time=17.6 ms
64 bytes from 10.0.2.22: icmp_seq=353 ttl=63 time=18.2 ms
64 bytes from 10.0.2.22: icmp_seq=354 ttl=63 time=11.6 ms
64 bytes from 10.0.2.22: icmp_seq=355 ttl=63 time=13.8 ms
64 bytes from 10.0.2.22: icmp_seq=356 ttl=63 time=14.3 ms
64 bytes from 10.0.2.22: icmp_seq=357 ttl=63 time=19.1 ms
64 bytes from 10.0.2.22: icmp_seq=358 ttl=63 time=18.8 ms
64 bytes from 10.0.2.22: icmp_seq=359 ttl=63 time=19.2 ms
64 bytes from 10.0.2.22: icmp_seq=360 ttl=63 time=21.6 ms
64 bytes from 10.0.2.22: icmp_seq=361 ttl=63 time=20.1 ms
64 bytes from 10.0.2.22: icmp_seq=362 ttl=63 time=22.5 ms
64 bytes from 10.0.2.22: icmp_seq=363 ttl=63 time=35.8 ms
64 bytes from 10.0.2.22: icmp_seq=364 ttl=63 time=28.1 ms
64 bytes from 10.0.2.22: icmp_seq=365 ttl=63 time=31.9 ms
64 bytes from 10.0.2.22: icmp_seq=366 ttl=63 time=25.6 ms
64 bytes from 10.0.2.22: icmp_seq=367 ttl=63 time=35.9 ms
64 bytes from 10.0.2.22: icmp_seq=368 ttl=63 time=36.9 ms
64 bytes from 10.0.2.22: icmp_seq=369 ttl=63 time=35.2 ms
64 bytes from 10.0.2.22: icmp_seq=370 ttl=63 time=22.3 ms
64 bytes from 10.0.2.22: icmp_seq=371 ttl=63 time=11.6 ms
